BLOCK_TIMESTAMP,BLOCK_ID,TX_ID,SUCCEEDED,ACCOUNT_ADDRESS,MINT,OWNER,PRE_BALANCE,BALANCE,FACT_TOKEN_BALANCES_ID,INSERTED_TIMESTAMP,MODIFIED_TIMESTAMP
2024-09-10 19:55:33.000,289016652,264MboYq3GeL7i9x4vJKJapQX9eAoiBo1vjyyKa2iYkVqkRTYpPfPfbdvpoXoXFepTLKWnWBeU2YFts5LGtYtszL,true,9rnrvUHo43Ge6sEF4q5B3ooNKSoSHraQzstfts1wcaZL,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,BdxtEVeyPXrk189cusApPr9HgJtMqy1EVddP6YLTa5vE,21879801.149018,20798818.508899,10786c31e11f761219b0bf183956a175,2024-09-10 20:35:49.651,2024-09-10 20:35:49.651
2024-09-10 20:03:42.000,289017754,3R8YvjUHPBcTpCzeDPdMy3j6R48Nv4dS3aLzVqvpfN2SLkgmeYX9MDgTRzSjKPNKwDEUWLqduXpaXPM3m9HWZuuS,true,81Dau7uazqQiFpurqKp265HYuoPHWcUv3vQHdSy3mPJR,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,67481638.632791,67342179.639827,3a5fc36a61900d5398b0b2e0ee0bf249,2024-09-10 20:35:49.651,2024-09-10 20:35:49.651
2024-09-10 20:12:46.000,289018993,me8K8BjaM5Cw5PaJwJs4hmWyUNueFKMwg2rZEVcb8MQdktb57ASJzScC1QLYptz3VKdAHwcA6LAHEivEnvkbXDs,true,4yxpYsyY3kWmyXRo5JeAgUUm1RTQfj2t5yK5q8PMmvhs,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,8iTqybBpcgzijmZfZfYuLyXLePZb2h2YifQR8N8krxA3,0,478264.525242,0d8eb6319ac82a15b93867598eb67d1d,2024-09-10 20:35:49.651,2024-09-10 20:35:49.651
2024-09-10 20:11:04.000,289018750,4GeYCH1MFE4ss4kBBgPBg2759uYBAX23Yw2awx3B2xEpGCYmejFPYkJrz38ZVagV6wrZ26Y3FSpE8BUrXgjKN97c,true,81Dau7uazqQiFpurqKp265HYuoPHWcUv3vQHdSy3mPJR,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,54019997.306257,54045886.205068,fd259d9726d5aa0754fc8e9e5db26ec1,2024-09-10 20:35:49.651,2024-09-10 20:35:49.651
2024-09-10 19:55:48.000,289016690,5tK2ERYkvf2Q58Uj9ZnssdDPvqxrtkwaeeCWNGMbf1M6F9LtBmtGCEx2z5kmoF7MqettvBHLuXSfUMSvZWusirbf,true,81Dau7uazqQiFpurqKp265HYuoPHWcUv3vQHdSy3mPJR,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,58478543.922616,58211126.358032,f3ec0d20390451e24e9db9e71adb62f1,2024-09-10 20:35:49.651,2024-09-10 20:35:49.651
2024-09-10 19:59:57.000,289017264,3PDw8PmmgRmqY5vHCcnrcjt3CAPdLHkH8XKexPcCqpA5bdVEi2vtecQVnuttHhf9do8aAE6ZSTDQ7SgBrSTEEEFw,true,D9eHXzQ1JEiDCgnyL2QheNhzZve96SgaGyroaxwZE6CH,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,CFkBEor9h3ZaM7pH9RVFADvBpUSjuksVZDDeeVJ2SmSk,0,13462.771154,9e81b7ce6cef697260ff9d1d5ac7f86f,2024-09-10 20:35:49.651,2024-09-10 20:35:49.651
2024-09-10 20:14:01.000,289019169,2R8DT8x6f7s3AS797hDVSo2gCoXXyTpmeWWKm8ToSDwBPECf2KDTsDndUCNfcFDH6bwovyFPmR3SqiatUVvAbDNK,true,GeLaaYNbUfsFVXp22a76ZWVm7iZz2tNJRdu1jaZVV9uB,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,dWKzMS3LWREHgnZ4pi1Qe9paALv3jSDo9BkkFnwXjVk,22456773.629546,23631401.337032,06e0dcc07b25e884a7bd885a318bc999,2024-09-10 20:35:49.651,2024-09-10 20:35:49.651
2024-09-10 19:54:12.000,289016479,4DZZEbMGSGXP3zwugxLjggvSRGbPsYPrCEaKhqqET33phyApTnN57K27Yf9mom6kadNSenpGLKXm9m65Wf6CHJ2M,true,81Dau7uazqQiFpurqKp265HYuoPHWcUv3vQHdSy3mPJR,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,60038576.596002,58957813.713757,338b82eecaa110723f7ec7c9da9db13b,2024-09-10 20:35:49.651,2024-09-10 20:35:49.651
2024-09-10 19:54:31.000,289016517,2smnBFToFmzSkRsmyQYUkQr1h78V9AXSB8TjNnr3N6X3qipeCCVzPnTV4mVcG9wBgen6seXRS2Lcp22DcaF98HS4,true,81Dau7uazqQiFpurqKp265HYuoPHWcUv3vQHdSy3mPJR,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,61068116.709329,60331654.601699,6c1a3f0c7db5f22de32906ef1783af9b,2024-09-10 20:35:49.651,2024-09-10 20:35:49.651
2024-09-10 20:00:47.000,289017364,5GAYtyLXyYLwWBYwBWqwjsRxzFoL3z2KxinowJr6gQDzCi5ne3oLEFnkQGgN9kyeGyb6wDeLAD5m6Na6EqztwDW7,true,6jfRERYDVH3WAwzNKwiTiHtG8BCdda4tNuhc7DBi3d4n,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,HxFLeF8xoDPmszJFEaiitzsVq4DajYdA9vWyCiyEhZXM,580913.480348,1207770.013889,0eae0d63df4c6fb63e31e64f1898c924,2024-09-10 20:35:49.651,2024-09-10 20:35:49.651
2024-09-10 20:04:03.000,289017795,3JGAipjJTNnfEffF7ffMpQmNmT2wHTThA3UwYBTHaiooYe12xu5Hb8tYnuaSeWgXwLuw9XLyYshEEFsRy5nddX4e,true,81Dau7uazqQiFpurqKp265HYuoPHWcUv3vQHdSy3mPJR,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,67328265.518853,67013615.698328,876db039988cb76db6c857a177c180f9,2024-09-10 20:35:49.651,2024-09-10 20:35:49.651
2024-09-10 20:16:00.000,289019443,4AEcu6RHBHdi6eHiDfC4LdPbv3BX9XNPtaSePaKtphF6FYW22wb3JzUEsWtTu1RLyVm2x9rAN5i9NY8FxmtXR76H,true,FmRrc3LsTC7wH67SjpauJQ6zGdHrovHAKM7EUkenBYBj,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,6RpRp4HEcCY99QFgog3FXNxGDEE388aSowEE7WfGBQu2,474785.571656,697719.558243,bf21463d479fcd52bbbfb045ce7f871a,2024-09-10 20:35:49.651,2024-09-10 20:35:49.651
2024-09-10 19:59:32.000,289017204,2dwWJZXot1szaDznUpxFjxs4VgcDuTDTm1CgKv8HYfTxwvjQJ4STTQuBF3sjjttSUhxCtdcEUWbEvY9MnUH1NxWx,true,9rnrvUHo43Ge6sEF4q5B3ooNKSoSHraQzstfts1wcaZL,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,BdxtEVeyPXrk189cusApPr9HgJtMqy1EVddP6YLTa5vE,20419089.045198,21914739.349635,8da237f70a8a868711673410d92ee9ed,2024-09-10 20:35:49.651,2024-09-10 20:35:49.651
2024-09-10 20:04:14.000,289017820,4KHATQbQkpYHiZg3Y9t6GSF6V5Aou8oPLXKNx688Zt18EpSbFWq6futcFACZKMaefn3uN4P7xq61YsB8JfDjQ4Dh,true,81Dau7uazqQiFpurqKp265HYuoPHWcUv3vQHdSy3mPJR,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,68180636.051688,68109388.902304,73cc53d358095170c7c93a9a17a513b1,2024-09-10 20:35:49.651,2024-09-10 20:35:49.651
2024-09-10 19:57:32.000,289016932,2JGudqtMhpyKfgY69ru3Jf8eWpSqi9iU7g2hjvcNwGqUKFwZLTBvQgav3vjjcSgKz77VrgJsTugQA4tT2fptozwC,true,GeLaaYNbUfsFVXp22a76ZWVm7iZz2tNJRdu1jaZVV9uB,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,dWKzMS3LWREHgnZ4pi1Qe9paALv3jSDo9BkkFnwXjVk,15968352.960446,15307374.983342,1e0d01cd1aa541b1046ef2430432c649,2024-09-10 20:35:49.651,2024-09-10 20:35:49.651
2024-09-10 20:01:31.000,289017458,5WH9XaEoNppAKpQbk6QoxJEU6XxDJpP1acfybAXebLiVGsKafw2pA45z7Gpv2qwAmBUDQkaEBk9tUqGykTABd72L,true,BYAVgYRe5tivyPZcQm6uGjRoMh7kja8AdHbik9HyzCdd,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,6bADd6JNrWPQvrV4jyRYE3GNUjfftN5mykmY9BennKa6,0,23427.084809,6f219ee640d59bb4acba8912b875b67f,2024-09-10 20:35:49.651,2024-09-10 20:35:49.651
2024-09-10 19:56:43.000,289016822,F5eVXbwyhzMHffAqJtk7GPUjfbvxUiuMEvat5AnFCoV46oqjmYsJF4rnaGxLo7dS4KU35gRgjXkBkAKPj8evCm5,true,BWCG6fDhCPPHeMCkBkWWGgjwQ8KGhisftgr1czwyNQJF,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,BPG7ZZLNVhdUKCB1W4DoMoVRGrnWAF1HyZK8jAcEWajn,0,138986.662079,66a21a448ec60072664d0e24cc546dd8,2024-09-10 20:35:49.651,2024-09-10 20:35:49.651
2024-09-10 20:02:02.000,289017528,3Gkyakemka3QJ66xaibY6rNnUNt1tL4iajwkfCK8hmh36KYA4ooUjY2bcHhMe1R4msFEktHfkxCfKkLJgskd5eJs,true,81Dau7uazqQiFpurqKp265HYuoPHWcUv3vQHdSy3mPJR,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,62944593.840366,63514235.852526,303ed46e5f46c18a019a5d19da420715,2024-09-10 20:35:49.651,2024-09-10 20:35:49.651
2024-09-10 19:49:22.000,289015869,3FJ8n2mqVYwpxpqwUjEZJLVNtWmGCkK5iVq5TvpUipH8ZwuSEnAmPchh27mvVdocHrRLW38ZQiY5sJDCdsDDwrJK,true,E7SZRoWyxYDwAVyhxL85kKzVfsi6niHiuS5zsae55acD,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,Bn44SYZb93tLYer9WQd97q6B8eVmN1ZWV6z58gWdmbpw,113266.671709,0.000005,6b2b5d7866c5b9a420dbcbbe6b4b7729,2024-09-10 20:04:38.102,2024-09-10 20:04:38.102
2024-09-10 19:22:07.000,289012150,2wgny3DYqoUcJFooUAEW6x62XibX5CwyBZW4viUzUquwzgF9oruSschNSKeG7TtopkzniGTFLeNd2QWKarkq5uoG,true,AuPwZRBkUtwgGKtM4oDsEcv9QR5nZruiHrZmgTt7gKBz,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,HDH3GWbfYS6AdAREzubs9f97qrGRmgNEGKCzCdAKwHp3,0,10834.301367,3e1ceba4055e3942d753c1d1596d8f96,2024-09-10 20:04:38.102,2024-09-10 20:04:38.102
2024-09-10 19:26:34.000,289012773,4soPndAt4Vf6ArErSPB1ip2dng3Mc23Zk7nJrTZqVW3fm8PXYdwE2Wf1oCwWhkAL38jtL4JcyW9FJ1t6VVC1Zasx,true,8JGk4zGiipQSQGUnaymTwtn8ruw95zWb6nHmmjUzCzwo,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,GJNhTPa7n3DmqxtFQwgEKunAXqhsUspZoinkuNwkXUkT,1176537.308136,588268.654068,48703565bf79a54fa51bf123c56f9a79,2024-09-10 20:04:38.102,2024-09-10 20:04:38.102
2024-09-10 19:18:01.000,289011580,4HBrjokigVNdQgFza6g7aLCH8Uw5wocQiHLNh3CLm1UhuVV8JQRmX3LdW3rwoCEHMwuj51hkiCBrFrLibD15M4dM,true,FPe7nCRCJQ2tHmsv4MG4udw3JsNnvqZQjXUVFK9M2PeG,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,32UVT4zRqFGVacLdiA9deqAsPD6C4MqYysfxwVHHnWtQ,147919.195771,159021.426978,ea73f34876deec9eddecb3dbcf9d8a6b,2024-09-10 20:04:38.102,2024-09-10 20:04:38.102
2024-09-10 19:28:06.000,289012980,3u5NEkGkveavRZRqWUXQ1VgTGbu6g3HzHtB5ZRYoqZAZdwmBvmLk7XuKkjpU6fvs1CP3W5GZT2GsnNHxGdf1dJkD,true,ChUuoH6NmJAPLojzb7rLogQNr5yzt9LMSHGddUG44FR7,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,GyPMHm9rnC5aJypGPdoAqcjnenK96BubTt36tCVU4aem,85953.42378,314236.908342,ede9d89152107386ae406bf934ff74a3,2024-09-10 20:04:38.102,2024-09-10 20:04:38.102
2024-09-10 19:34:33.000,289013863,66Y2aay5urgdDRP5wFbVX3b23FLuwjE28RkEySauPg9PnKoACTB53bCi9oG9dsityaKyNLntTiEMiS8wxmgUwAyM,true,81Dau7uazqQiFpurqKp265HYuoPHWcUv3vQHdSy3mPJR,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,52433089.97528,52443797.997473,09c9f6c8c6278b22b8e80321a5fced19,2024-09-10 20:04:38.102,2024-09-10 20:04:38.102
2024-09-10 19:47:17.000,289015577,5zPt61NaA66Jcwpu9ZrxUPGtifKxCPgcTR5eUbKkNdquYBwzaH6qMLWDCcNYVyK99RiJWzbBVrBEBHKnoK8xWEQj,true,2yNhXg5E2bNn5oJqG9jNcNKwqxEBYR3iyQ1WbetgFAiY,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,DEwEbpc96xCSUEWRExA8nLEyF7SNNDnarbFwjw4s6ncz,0,5633.250993,7fa476e1ca16ea994af1d12462b04146,2024-09-10 20:04:38.102,2024-09-10 20:04:38.102
2024-09-10 19:22:32.000,289012203,4SEU8SAMWQvTxQscAhx5ZtpSXcTsu1P66aHaAkGr7NDtgf8Mqj8RTju5mWM4EX4cENkBR5prrJkqANMW1BygKvbZ,true,E7NjQ6jHcU26S7cq8gNvpES9sQaohu9cwXoqegciXaCH,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,Gs7gGhKc9jHd5wrLa9FN7bauoZHi3xzKLmR8hxgtKz4Q,16213212.263532,16091923.933831,1f64928a4e0a3ed451831e3d7cc6238f,2024-09-10 20:04:38.102,2024-09-10 20:04:38.102
2024-09-10 19:17:59.000,289011573,2HeN9Ur8tUYQ2keq8ZEcqSF5ENYUopZTSVVvKbbF7xfxvZdkwN8wzo3n9LuvGtBFAJXJWjFPsTrfXMsebjYfKhLJ,true,81Dau7uazqQiFpurqKp265HYuoPHWcUv3vQHdSy3mPJR,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,110626657.776768,110614312.225074,ad21dae8debc3fe67c17d3295d2c87c0,2024-09-10 20:04:38.102,2024-09-10 20:04:38.102
2024-09-10 19:27:25.000,289012893,4npV8UCMH4BREtMWdRL8ReehYwQEcTw1UTRhWbaYSAr72zQenowFr2AVBG2KsJpzk7caTkzbDWZwngYJjLFCZJZs,true,4uHtocfSPvWcD9b15t2MEdX4mhTpTsrjztPVP6eCtMv6,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,CMrL4kCrUqZpMKnMXS1ad5uZAxDiTrYBYVxNDv9gKugo,2000000,1000000,1cf843b9aa23dde18f3193fbba1056a7,2024-09-10 20:04:38.102,2024-09-10 20:04:38.102
2024-09-10 19:17:59.000,289011575,3MH8QxBQEEKcc2PZnTzjrcL1KSf6DkyxbDHvnbS7dYDjX8tNAjvcBwfeSwAQpSZX7zzD75bKCBh6ekjuiyjNCvpa,true,81Dau7uazqQiFpurqKp265HYuoPHWcUv3vQHdSy3mPJR,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,110614312.225074,110613919.332879,068542ad88f88b46b092a4e440bc1787,2024-09-10 20:04:38.102,2024-09-10 20:04:38.102
2024-09-10 19:22:40.000,289012220,5ujC6sECTK4tjab7VjvufBSP2GvQCYoDT7z5GfB3rypuSLZRuq4ZTRsA8y2Ani3JNfWUWPX6rWE7eUsrxxmzJFh3,true,GdkskYnzRfg1JsCaaawKzJUeo2se7bnkANrMSS7CRCQc,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,5yo1hG3Rcu7iuT1owtDpL8sJQCcLytfqPat67E6fTtTL,33568.168706,25176.126529,8b6140c1374293b5c98c280535022f44,2024-09-10 20:04:38.102,2024-09-10 20:04:38.102
2024-09-10 19:20:54.000,289011976,63eyo14V3oUn6EbzdjUTmNvhfrBqBybR2k3ujc2TZGtdoFsoczNzyMMJxqgwCwVYjebNPuC2BTUHTbuJQT4grrd2,true,81Dau7uazqQiFpurqKp265HYuoPHWcUv3vQHdSy3mPJR,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,44460548.344593,45937695.84459,84c0873067103f616edd006b6f8afa55,2024-09-10 20:04:38.102,2024-09-10 20:04:38.102
2024-09-10 19:22:30.000,289012199,5rKypx6HdVA6NP3Qv4ebfKTZKZ7kAiXyTZ55GSfaNh2ME6HVUswk5zhhQS5nhVYRLu8fRwdq9jFpN7jUbA1WYZtJ,true,Ec3nKAdzuYg1KVuZzVs9S3hMMEa9veJMYweU8bqPtG8M,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,9RPQcNvJakyVzApKsimTbzg6nF1c1RaBe7VdRmF4GNgL,0,592375.394838,ae541f5740a076d3dc1a9c2c9186bd26,2024-09-10 20:04:38.102,2024-09-10 20:04:38.102
2024-09-10 19:21:55.000,289012122,2tSeANur7JwWcokZ51qJxaXysAwae3gemxZDsB8gUSKsQLP3qj5UoCo32Jv41HM9WoJmGDKMagcZb7TfgKuVDp6b,true,4HUWNipmm81qXM6NRm4JkqCYtKRBaAW6jor7pLyojnKj,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,GB81mqzWum7Jo6QDa1BC8TJjVJGCATfLY8zVppiiN1ug,360422.851154,259504.452831,b9b75c5437802772126decdb449424e5,2024-09-10 20:04:38.102,2024-09-10 20:04:38.102
2024-09-10 19:36:10.000,289014080,3WVxSK5YDKcCRXmB7toM2uUFdWhVZQwv671DCAhwbJeGGnV2XLNGbwhc9kYsM6ebqv97LArWkCHhAAeqsWcXwYrg,true,FyQM75CLW6cwmk6pctRRRFvsRzL8Uz2D5CFjDbYwhKi8,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,GSSvQJt4jMyuQwE9vTrmn7XFGVGYy4fU3P4V2uTyBmW9,20,0,af6850e30c2426cc809bbc21df15492d,2024-09-10 20:04:38.102,2024-09-10 20:04:38.102
2024-09-10 19:33:25.000,289013704,4y8AX5Rt2o2XbNdYZqSZamjpvyD9ZWY8LjgPKH1xwfCz9ruqEohwshdut6cSpX8JfcXH7VCsUqQeENQQRx2yj46H,true,81Dau7uazqQiFpurqKp265HYuoPHWcUv3vQHdSy3mPJR,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,50319011.719265,54358820.899344,9eb38c9d97a4335417bfcdbb8fd29a0b,2024-09-10 20:04:38.102,2024-09-10 20:04:38.102
2024-09-10 19:50:26.000,289016010,3chnvRxcZU53EWVw8NUEDqgvkQUn24g1e4mjbQwPfrxF2QJoKWHejTWzi6Pkypi7j5VhBzqY9Aj7dBC8orAh7YFr,true,FPe7nCRCJQ2tHmsv4MG4udw3JsNnvqZQjXUVFK9M2PeG,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,32UVT4zRqFGVacLdiA9deqAsPD6C4MqYysfxwVHHnWtQ,134978.10485,137876.267426,42b1c3e011c8c54814b07a462819cdda,2024-09-10 20:04:38.102,2024-09-10 20:04:38.102
2024-09-10 19:26:01.000,289012696,5JunYJHRFgc6DfqHRErmn4ucpC48exf7rvnQinL2fzt8QsiujRMTC8BwpwJrU5NApZBSvmDsNncQVJ97SHhkP5J2,true,81Dau7uazqQiFpurqKp265HYuoPHWcUv3vQHdSy3mPJR,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,20206494.476147,20328726.795135,c90283595acca11548c4d3806f3079fa,2024-09-10 20:04:38.102,2024-09-10 20:04:38.102
2024-09-10 19:31:49.000,289013491,5cc6GDAaAHN7HQFLu2UhGh7FWG9rS7gkr4TUBdgkiJv2AV4fkJ1gqofdajfkev83mfZCDodmqMtsYPx2R9TYUJdR,true,81Dau7uazqQiFpurqKp265HYuoPHWcUv3vQHdSy3mPJR,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,18104271.085246,18530277.786001,a76dd030d3f14db556b1fe4a3053ab42,2024-09-10 20:04:38.102,2024-09-10 20:04:38.102
2024-09-10 19:07:31.000,289010189,5uHZ3FjA7X5xBAJrS8cMiVqUw5a14QuCQsQWYERcZsRGvbxbzJTote1AqNkb4sCcbecVdyoeyGeNDPT8VzTSdNiS,true,81Dau7uazqQiFpurqKp265HYuoPHWcUv3vQHdSy3mPJR,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,13863876.505921,13788714.845909,e5c71cd0ac5dda513fab0a707cf52356,2024-09-10 19:35:30.045,2024-09-10 19:35:30.045
2024-09-10 19:11:36.000,289010733,3HzFxWouTBuWTfHVN7RYj1EjqobNgTF9DbDiZq4qsHyyiyBc6oY1Ue6Ys73Q5zf5oZ2nLTNtb7AVdhFbJtk3kUZ7,true,81Dau7uazqQiFpurqKp265HYuoPHWcUv3vQHdSy3mPJR,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,14129002.252985,14130506.695835,82c3dcfea336c14816eb74a66aa92338,2024-09-10 19:35:30.045,2024-09-10 19:35:30.045
2024-09-10 19:02:50.000,289009582,2ppbNBnNbYhCLPLc65h7BiRYNttxvGPXNkYCyWfyN4dk6b4r6ddJQCxR3yqTfH1sRD53Th9YFCjPXBbiMxAKtaJC,true,2jt1rfywtte7vqeq2TCHyTgHnzJXsfWBMxv5ULLRxfv2,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,8toPj36GWdf8F7tjznhLMrTk6XX5dWQ4hZusZt7Bra84,11851.950537,0,5a2054d3a63bc53a09eb8511e38448ba,2024-09-10 19:35:30.045,2024-09-10 19:35:30.045
2024-09-10 19:13:02.000,289010910,3ETvL2WKTgGT8Sqn7itXNjmN8TnTktpSHd7euXiH5aFPsDn9LrmTpEr6e23Mu9LRnw89NT273pEpPB1DHaQT7hhe,true,BnTcbvjmJeWtSJXQCaQXkVh1qpfnRZjtZ3n8FMSHSpfm,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,GgpTbCNrMNaQNBhQcHm27vnoYwpvanbappJqP2ACSWRf,69487.783356,0,784c7d185dcf6cbfff0ba4ddf5716c57,2024-09-10 19:35:30.045,2024-09-10 19:35:30.045
2024-09-10 19:17:34.000,289011516,ZuVaGuqdx1zHXZbCo8YuHRjMFLGGi46ct5py4f8U4niQk92uPWxiSYMkSu8haZmP8cWSDtYG3A8s1BdeVy1rDrT,true,81Dau7uazqQiFpurqKp265HYuoPHWcUv3vQHdSy3mPJR,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,14579862.590269,14580781.3197,8482a864a869c8d06e47b1bf302acd02,2024-09-10 19:35:30.045,2024-09-10 19:35:30.045
2024-09-10 18:58:03.000,289008960,SF2iVdfozgMfFvmodMfGC6UiufNq8BPBBV2yaEyF2YFjvUM2wvjYpiRmcuqnfYcTBFYQKyUBzK8D76schUd7qth,true,81Dau7uazqQiFpurqKp265HYuoPHWcUv3vQHdSy3mPJR,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,13277139.470243,13248454.932042,e8ff3930d987c847ab5414986f28e55c,2024-09-10 19:35:30.045,2024-09-10 19:35:30.045
2024-09-10 19:13:28.000,289010964,2UtYeWJr1guM3RQUW1tB54g3fcq24UFY14brDfssKh87hYFTXzKx5fRKkkfsjckBvm4mGFi2nnhDMmeujVfQY4t4,true,4uHtocfSPvWcD9b15t2MEdX4mhTpTsrjztPVP6eCtMv6,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,CMrL4kCrUqZpMKnMXS1ad5uZAxDiTrYBYVxNDv9gKugo,0.000012,114027.1752,103bbe492e482588ea14453600f24aed,2024-09-10 19:35:30.045,2024-09-10 19:35:30.045
2024-09-10 19:08:33.000,289010324,3fAYX7dLKrzZJKGBTfaAVzZhCEhRvJLk62rtjy1r7tWNMV69CKMi9tUGjtDHJa8kUXCD6FzyjyFdMSDMcZuxGRXQ,true,3SprzzeKx1KCdC5tq4rb8FNiPYxKy8Lyvku9htsthxRN,AaFXPyc1NUz87Z2KxkKAjo1wNG5oPrpmDpyhBNyyv3iM,3b3zfYBQ61sEicY4bhQMKUvRo9bAxPYAz32uyAP9Cj9u,0,0.065434,870a2c16fb64e34c47bf621837157fd5,2024-09-10 19:35:30.045,2024-09-10 19:35:30.045
